text,label,source
I got tampons!,sarcasm,tweet_eval_irony
@user Toronto man finds woman with ex-girlfriend's name for free trip around the world I should have changed my name!!!!!,clean,tweet_eval_irony
"You missed it @user I just watched #GoT the rains of castamere, Rob Stark and his entourage all die :-(",clean,tweet_eval_irony
Such a great damn day.,sarcasm,tweet_eval_irony
"juugin everything, niggas got warrants to pay",sarcasm,tweet_eval_irony
Taking the bike through rainy and cold dark streets to the dentist. Yaaaay. #Somuchfun,sarcasm,tweet_eval_irony
Me when I think I can do a cartwheel!,sarcasm,tweet_eval_irony
@user @user #goodgrief he may already have gone a little too far with those eyebrows!,clean,tweet_eval_irony
Nothing like waking up to the sweet sounds of your cat trying to chew the shoelaces off your husband's new boots,sarcasm,tweet_eval_irony
"Well, weekend is over!|Now it's #TwitterTime again :D|Have a nice monday!|",sarcasm,tweet_eval_irony
The Penguins cancelled their morning skate today...due to icy conditions.  #butseriouslytheroadsarebad,sarcasm,tweet_eval_irony
"Well, my nmu computer just took a poop on me :/ hopefully it will start back up later.. #whatDoIExpect #NMUComputersAreTheBest  😑😒",sarcasm,tweet_eval_irony
@user did you think that only making 100 was going to be enough?,sarcasm,tweet_eval_irony
This is the weather i just love walking to work in  #worst #weatherbomb,sarcasm,tweet_eval_irony
"[Alaska #HipHop] Flowtronics: What's This World Coming To (Rizzle P, Boone Pratt, Token R...: via> @user",clean,tweet_eval_irony
"@user #eskom yup, service delivery is impeccable . diesel supply or cash flow problems? Ineptitude",sarcasm,tweet_eval_irony
#bitch #bitchy #badass #lol #laughing #jokes   #funtime #funny #fun #ecards...,sarcasm,tweet_eval_irony
#Australia -- Eight #children #killed in Australia in #reported #mass #stabbing. via @user,clean,tweet_eval_irony
Just seen the result| What the actual.... #saintsfc,clean,tweet_eval_irony
Lagopodous - Like a rabbit's foot!!|Not so easy to drop into conversation but you never know.,clean,tweet_eval_irony
@user  ___ I love that Song <3,clean,tweet_eval_irony
Why is paper so sharp? Someone should put a ban on paper!  #liberalmentality,sarcasm,tweet_eval_irony
#Cuba #sees #long #struggle #ahead #before #U.S. #lifts #embargo. via @user,clean,tweet_eval_irony
@user Oh that sounds like a great plan.  @user @user,sarcasm,tweet_eval_irony
This is a song??? Awful!!,clean,tweet_eval_irony
@user HOW DARE YOU HAVE FUN AS CHRISTIANS! WE ARE SUPPOSED TO BE BORING AND HAVE ZERO FUN! HORRIBLE CHRISTIANS! LOL #MISFIT,sarcasm,tweet_eval_irony
Get Updated with Basant Rai is out! Stories via @user @user @user,clean,tweet_eval_irony
"Lovely first day of 2015; friends, family swim, sort & cleanse, curry, less time on social media, more time on others #startasyoumeantogoon",clean,tweet_eval_irony
@user Ask a liberal and he will tell you Obama got us out of Iraq and won the Afghan war...and no one ever died under his watch.,clean,tweet_eval_irony
is the name of the game.,clean,tweet_eval_irony
Can't believe @user is even considering renaming the Academic Building after Perry...b/c he did so much great stuff for public educ?,sarcasm,tweet_eval_irony
@user You are no fun at all!,clean,tweet_eval_irony
I still love the newsroom regardless of what everyone else thinks,clean,tweet_eval_irony
I don't even have progress on my thesis tas preparations for our event this thursday 😩,clean,tweet_eval_irony
First photos of the Infiniti Vision GT concept emerge,clean,tweet_eval_irony
I hate when random people get in the hot tub with me #favthings,sarcasm,tweet_eval_irony
Pre work shenanigans lmbo alissamarie_b #letswork  #kiddingnotkidding #funtimes #sheseriouslyrocks,sarcasm,tweet_eval_irony
Every story has an end.. but in life every Ending ia just a new Begining. #quoteoftheday #lifequotes,clean,tweet_eval_irony
How the fuck do u come out of a commercial injury break w a delay of game? #Redskins,clean,tweet_eval_irony
Girls who can rock this thang~ #PrincipalSwag,sarcasm,tweet_eval_irony
Follow friday is everyday. Help new ones so they feel good being on twitter.,clean,tweet_eval_irony
@user really showing me the fastest LTE around  #speedtest,sarcasm,tweet_eval_irony
"@user yes, we officially try that.  #Gamergate",sarcasm,tweet_eval_irony
@user  don't you see the  for call teammates soft when you haven't been to practice in 2 weeks?  #overpaid.,sarcasm,tweet_eval_irony
Can't wait for the #facup 3rd draw,sarcasm,tweet_eval_irony
Fun fact: I have a color guard rifle named Stitch after I got stitches from it plus Stitch is my fav!,clean,tweet_eval_irony
Photoset: leupagus: itsxandy: thefingerfuckingfemalefury: sevenpoints:  getting paid enough to put up...,clean,tweet_eval_irony
at peak!! ;),clean,tweet_eval_irony
Stuck in traffic!!! ☔️⚡️ #mondays #athensbyrain #traffic #ontheroad #ontime?  #sisters #COOLURSTYLE...,clean,tweet_eval_irony
#GlobalWarming would be nice right now if it were only true!||Call #AlGore 2 burn money 4 #Christmas. ||#ＦＯＬＬＯＷ,clean,tweet_eval_irony
@user becauseeee I miss youu  coffee later?,sarcasm,tweet_eval_irony
"really, what else can a fish be besides a fish? @user @user @user @user",clean,tweet_eval_irony
Woke up to find out my vehicle insurance went up $22 a month!! Merry Christmas to me...  😒,sarcasm,tweet_eval_irony
@user nice to know that you give me so much importance. :)  :] @user n,sarcasm,tweet_eval_irony
Not everyone will understand you. That's life.|#goodnight|#gatecrasher,clean,tweet_eval_irony
"Close to white folks, I am forced to witness firsthand their willful ignorance about the impact of race and racism.-Bell Hooks #Ferguson",clean,tweet_eval_irony
Can't believe it's been nearly 11months since my mum passed away 😬 miss her so much more and more everyday 💜💕,clean,tweet_eval_irony
"#Kaley Cuoco-Sweeting #apologises #for #saying she's  #a #feminist: Kaley Cuoco-Sweeting, pictured with her...",clean,tweet_eval_irony
Oi na how am I functioning right now #sleepdeprived,clean,tweet_eval_irony
I asked God to protect me from my enemies .. shortly after I started losing friends 😳💯  or #naah,sarcasm,tweet_eval_irony
@user Lol I reckon. Was all in jest. I hope.,clean,tweet_eval_irony
"I'll tell you what, those CEACCP books make a cracking bonfire, don't they? #frca #freedom",clean,tweet_eval_irony
#notcies #eu Juncker receives birthday surprise: One million signatures opposing TTIP and CETA,clean,tweet_eval_irony
@user My entire body sends sympathies too - I was diagnosed with Rheumatoid Arthritis 11 yrs ago - yay flare-ups!!,sarcasm,tweet_eval_irony
@user Alone Tonight cause its a personal song which helps me to imagine myself beyond another world. |#GoSupersonicQuikr|@aboveandbeyond,clean,tweet_eval_irony
"4. ""Yes"" was the reply. These are public dollars being used. What's with this lack of transparency around Union Pearson Express? #TOpoli",clean,tweet_eval_irony
"A decent Christmas party for a change, and an added bonus of not missing the last train for a change!",clean,tweet_eval_irony
"My family might find a giant lump of Ice sitting where I'm sitting right now. Transformation is nigher, my fellows.",clean,tweet_eval_irony
"Canny wait to get my new phone, sneaks and clothes on thursday #payday #would #be #rude  #too",clean,tweet_eval_irony
"Good job @user Same-sex marriage harms free speech, new Ontario judge wrote in 2012",sarcasm,tweet_eval_irony
Twitter is dead. #ThanksFinals,sarcasm,tweet_eval_irony
"#hannity says ""Obama has been indoctrinated into a rigid ideology.""",sarcasm,tweet_eval_irony
Christmas music on the stair master #SundayFunday,sarcasm,tweet_eval_irony
"@user that's where you are wrong, I can just watch his films and not follow him on Twitter.",clean,tweet_eval_irony
Choose your words carefully hurting someone feelings is not the right way to go.,clean,tweet_eval_irony
"Looking for @user practitioners... Anyone out there, or recommendations?",clean,tweet_eval_irony
@user I'm getting to notifications though. I know we up but only by 10. We playing bad?,clean,tweet_eval_irony
"#TeensAnalyzed  Not expirienced, but cock hungry",clean,tweet_eval_irony
"@user Be more narrow with that knife, you might just find the target to answer that. -Sarcastic.",clean,tweet_eval_irony
Drudgery personified #commuterprobs #northernline #tfl,clean,tweet_eval_irony
@user @user @user @user @user  nice to see the ambulance service is so important to OUR mps,sarcasm,tweet_eval_irony
@user illridewithyou,sarcasm,tweet_eval_irony
"dressing gown on, turkey and buffalo sauce sandwich in hand and big fat quiz of the year  #moving #ever #again",clean,tweet_eval_irony
"#Sopping #wet|#Squishing #mud #between #toes...||Well, why ...|#Swimming in a #mud #puddle",clean,tweet_eval_irony
@user Thanks. I'll have to check out another store in Calgary.,clean,tweet_eval_irony
Next day makeup just looks so hawt 💋,sarcasm,tweet_eval_irony
"@user Email me when you need a friend...always here to chat, I've been there many many times so right with you xx",clean,tweet_eval_irony
"My grandma tells me she made raviolis to eat.. You know I yelled back ""fuck you I don't want no ravioli nigga!!!""",clean,tweet_eval_irony
@user I never study lolz. I've been working on a presentation thats due tomorrow and I just now started😅,clean,tweet_eval_irony
Why can't heroes be happy in DC Comics? I mean even their great flagship romance ( ) is a Fauxmance and will bring about destruction,sarcasm,tweet_eval_irony
Someone I work w doesn't let his kids believe in Santa because he's mythical  & at odds w Church dogma. I REALLY want 2 explain  2 him,sarcasm,tweet_eval_irony
"My teacher just gave me an ""I feel sorry for you look"" I must look really adorable...",sarcasm,tweet_eval_irony
"I guess I'm not sleeping tonight, I didn't want to leave anyways",sarcasm,tweet_eval_irony
Day 2. Going to the DR for #2 cause I'm 99.9999999% sure she has strep #awesome,sarcasm,tweet_eval_irony
@user yeah not to bad been asleep most of it my backs been playing up so been on strong painkillers that knock me out 🙈,clean,tweet_eval_irony
"so @user still waiting, my son is very happy enjoing his christmas gift ... i cant understand how u didn't prevent this ...",sarcasm,tweet_eval_irony
When someone tries to play you and you already know their game<<< #stepoff,clean,tweet_eval_irony
@user OSU opponents record much better than Baylor. Outright conf champs. Wins against 7 tms with winning records (Baylor 3),clean,tweet_eval_irony
"pt3..for his family to follow, and they can talk at home. All this talk about new owners and destabilising pf the club could #mot #lufc",clean,tweet_eval_irony
A year ago this would be just a writing on a t-shirt  anymore all thanks to @user @user #MerryXmas,clean,tweet_eval_irony
"OK, OK, GEEZ! I KNOW ALREADY! @user @user @user #totally  #repetetive",clean,tweet_eval_irony
@user bring it on. Will look forward to the Easter one more :-))) funnily enough i crave salad and fruit round xmas now!!,sarcasm,tweet_eval_irony
I can't breathe! was chosen as the most notable quote of the year in an annual list released by a Yale University librarian,sarcasm,tweet_eval_irony
"#Daesh,#Taliban all need to become part of 'The religion of ""PIECES""|My heart goes out to all the of the victims of #PeshawarAttack",clean,tweet_eval_irony
@user @user @user ||#TSU website now worth $1.5 Million!||people get paid for posting!||http://t.co/OXybfwwWb6,clean,tweet_eval_irony
just our problem - The Express Tribune,clean,tweet_eval_irony
@user  your application is already filled up waiting for you to turn 21,sarcasm,tweet_eval_irony
Can hear the trainees watching a training DVD while I'm on my break. Sounds fun :p,sarcasm,tweet_eval_irony
@user Substitute For Chicken Nuggets uhm no thanks,clean,tweet_eval_irony
@user One of those obvious when you see it but oh so clever ideas!! Glad you approved!,clean,tweet_eval_irony
@user Oh but Bradford is awful!,sarcasm,tweet_eval_irony
"@user Marvellous!Sounds nothing like any jingle bells song i've ever heard!I can see you in mismatched socks,tights & cricket gear :-)",clean,tweet_eval_irony
@user @user @user Missed off the  hashtag?,clean,tweet_eval_irony
@user a kiss on the cheek next time is enough :),clean,tweet_eval_irony
@user @user Yeah thanks for that!,sarcasm,tweet_eval_irony
@user @user IT HAS THE WORD MAN IN IT!! Just as sexist as saying mail man instead of mail carrier.  #MichiganMan,sarcasm,tweet_eval_irony
Long Gold Layered Pipe Necklace Set $20|Leave email for invoice,clean,tweet_eval_irony
Thanks Mother nature.. You didn't give us as snow day and now my twitter is filled with people complaining,sarcasm,tweet_eval_irony
So they lost....such a shame...I was really rooting for them ... #LFC,sarcasm,tweet_eval_irony
"Some ""new"" vinyl on the turntable tonight. Here's to you Joe. @user #JoeStrummer #Sandinista",clean,tweet_eval_irony
"@user @user @user Maybe they are going to jump in and land on something that is technically not ""the ground"". ;)",clean,tweet_eval_irony
"Just as the microphone fails: ""If we were having this conversation 100 years ago..."" @user #WebRTC #WebRTCParis",sarcasm,tweet_eval_irony
"> @user Cell Phone Accessories: Accessory Kits, Audio Adapters, Batteries, Bluetooth Speakers,",clean,tweet_eval_irony
From @user - 10 diktats from Brussels that are ruining life in Britain,sarcasm,tweet_eval_irony
I'd rather you know and be upset than hide it for you to only question things later,clean,tweet_eval_irony
@user @user Lovely on Carnoustie beach this morning...| #soggybreeks,sarcasm,tweet_eval_irony
@user funny joke there bae...,sarcasm,tweet_eval_irony
#ACUnity is on Sale!! It's now 40$ on Steam! Go buy it it's an Amazing game :v|#SteamSale #SteamWinterSale,clean,tweet_eval_irony
@user then I completely suck as a sub! Haha!  going!!,clean,tweet_eval_irony
4 days left to enter @user & @user @user planner #giveaway Enter to win! #bbloggers #lbloggers,clean,tweet_eval_irony
"Dirgahayu my corps @user 16/12/1986 - 26/12/2014 😎🎼👏👊| just a corps, we... (w/ Tari, eni, & 26 others) [pic] —",clean,tweet_eval_irony
#Big #match #verdict: Tottenham's #Chelsea #loss #was  #another #dark #night #at #the ...: There was no end to...,clean,tweet_eval_irony
@user to finally win the champs league.. No teams are that good this year and we've got a solid draw  #banter #stillgoingout,sarcasm,tweet_eval_irony
#QZ8501 asks permission to #takeoff: #towercontrol of #Surubaya: yeah..y can go...away.,clean,tweet_eval_irony
"I have an ""attitude"" because you think you're hot shit at a buffet restuarant. #lifegoals  #sideworknazi",sarcasm,tweet_eval_irony
@user @user I guess that means MSM will dig something up to smear Barkley now.#Ferguson,clean,tweet_eval_irony
"Read at the news '#Media #Struggle #to #Save #Obama,  #the #Country'",clean,tweet_eval_irony
"Cramps in the front, husbands knee in my back. Yeah. Sleep seems possible tonight.  #suckitmothernature",sarcasm,tweet_eval_irony
Being awake since 3AM is always so much fun,sarcasm,tweet_eval_irony
Kind of frustrated that Christmas break is my first real obligation-free break this year........ and I end up sick for most of it -_-,clean,tweet_eval_irony
The fans needs to be heard tho RT @user @user @user WENGER WILL NEVER QUITT.SORRY LADS. FOR FEW YEARS..,clean,tweet_eval_irony
I'm up early as I need to drive downtown to take a test bright and early this morning. Yay! #Torontotrafficisfun,sarcasm,tweet_eval_irony
"yup, amazing how that is, isnt it? @user @user @user",clean,tweet_eval_irony
"the silence tastes like wet flowers wet dead dying flowers. Flowers without life, fallen pieces of silence.",clean,tweet_eval_irony
I love procrastinating but I hate cramming.. -_-,clean,tweet_eval_irony
@user You can have RESULTS or excuses NOT BOTH.,clean,tweet_eval_irony
I'm so pissed off at Chicago. Like the people at the airport ruined so many peoples chances of ever meeting the boys 😑😑😑. Way to go,sarcasm,tweet_eval_irony
Coffee and prioritizing the mess that is me; trying to be #grown but clearly I am,clean,tweet_eval_irony
I pray God comes back in America and saves us all.,clean,tweet_eval_irony
acceptable 2 hours to drive 30 miles Cheshire-Manchester yesterday. Northern Powerhouse?,clean,tweet_eval_irony
"@user yeah, and you ignored my point...",clean,tweet_eval_irony
I literally get to pamper myself all day tomorrow and get cray with Julia and Raven in the Bay. #whatmorecouldaguyaskfor,clean,tweet_eval_irony
Carphone Warehouse call centre employees are such classy people  @user,sarcasm,tweet_eval_irony
I just want to thank e-l-e-n-a-t on tumblr for spoiling me #BOFA -.- ... Honestly? Fuck you! #martinfreeman,sarcasm,tweet_eval_irony
"@user Happy Christmas to you + yours. May 2015 bring good health, happiness, every success and all you wish yourselves.",clean,tweet_eval_irony
Well throwing up at 6:00 am is always fun ☺|,sarcasm,tweet_eval_irony
@user guess the #bronut works best in combination with these #mentissues . wanna see this #'sneeze',sarcasm,tweet_eval_irony
@user happy to be of some small service ;) @user @user,clean,tweet_eval_irony
@user More proof you'll never lose $ betting the under on the intelligence of the electorate. How can anyone believe a word she says?,clean,tweet_eval_irony
There's a million trillion things I'd rather rather do profound lyrics big Sean. PROFOUND.  #worstsongever,sarcasm,tweet_eval_irony
*gasp* The girls are at a rehearsal studio today? You don't say... Hmmm wonder what on earth for? 🐸☕️  #MTVStars Little Mix,sarcasm,tweet_eval_irony
"@user @user Rest well Stuart, you were a man of grace & courage. May your family find peace.",clean,tweet_eval_irony
#sup#twitter#sorry#i#talking#alot#so#i#thort#i#sould#just#say#hi,clean,tweet_eval_irony
"A woman wearing a t-shirt on @user that says ""Act like a Lady""..",sarcasm,tweet_eval_irony
@user @user That's fantastic up to date news. Also,sarcasm,tweet_eval_irony
"@user Nah, it's better we all act like the North Korean govt and police people's private thoughts.",sarcasm,tweet_eval_irony
Pretty flipping cold outside there today I tell ya what,clean,tweet_eval_irony
I always can't wait to see how  works. #IfYouKnowWhatIMean,sarcasm,tweet_eval_irony
Thank you Harding science department for only giving us 55 minutes for our final.,sarcasm,tweet_eval_irony
The BOLD BAKERY by Sarah-Brockett #bakery,sarcasm,tweet_eval_irony
supaaa sweet when you have finals in the AM and ya can't sleep.,sarcasm,tweet_eval_irony
"Listening to Tron:Legacy album while cleaning, makes you feel like you can clean the world.",clean,tweet_eval_irony
@user @user I keep seeing noon... Is it 1PM eastern or noon eastern? Need to plan my morning accordingly. Please advise.,clean,tweet_eval_irony
"Rush rush rush, all done and then POW, a football through the window.#glasseverywhere #boyswillbeboys",clean,tweet_eval_irony
"@user yes, except Farage backs the slow genocide of Palestinians by Israelis using Nazi methods",sarcasm,tweet_eval_irony
"@user yep, that's what they say.|",sarcasm,tweet_eval_irony
why is there a hotdog on|http://t.co/2YQdPhfZKX???,clean,tweet_eval_irony
I love it when adults act like children. || #eyeroll,sarcasm,tweet_eval_irony
"@user @user I just want learning from this group. Development. And to turn Green, Bass, and Thornton into assets.",clean,tweet_eval_irony
Thank you @user  Requiring Facebook to participate in Twitch Chat is really a good way to push away interested players.,clean,tweet_eval_irony
Glad I'm up at 1am,sarcasm,tweet_eval_irony
I have such a loving family,sarcasm,tweet_eval_irony
Love how I can never fall asleep  #insomnia,sarcasm,tweet_eval_irony
"Dear () #Spain's gov and Catalan Police, congrats you managed to accomplish the impossible: Go even lower than #Greece #OperaciónPandora",sarcasm,tweet_eval_irony
We live in such a small world these days - the #LAFire is a story at the end of the Australian news @user,clean,tweet_eval_irony
Nice weekend off but back at work tonight. Over the fucking moon,sarcasm,tweet_eval_irony
working a double on 2 hours of sleep here we go let's get it,sarcasm,tweet_eval_irony
Still feeling sorry for myself about being to ill to go out last night!!! 😭😢 here's my memories from...,clean,tweet_eval_irony
The pure #reality of .,clean,tweet_eval_irony
It could be a Jihadist ?Hello!! It is Jihadist's Radical Islamists! TERRORISTS!|#sydneysiege #Daesh,clean,tweet_eval_irony
@user absolutely! I have no life so that shouldn't be a hard thing to do. Haha,clean,tweet_eval_irony
"@user amen, bless you Huda, means a lot. You too.",clean,tweet_eval_irony
@user fan-freakin-tastic! Can't wait,sarcasm,tweet_eval_irony
I just saw another person wearing a heavy winter coat with a hood up  encouraging,clean,tweet_eval_irony
@user There's a surprise.,sarcasm,tweet_eval_irony
"@user getting power from wind is so outdated and unsightly, we should be siphoning it directly from the sun by now.",sarcasm,tweet_eval_irony
"@user Unless rogue theatres start showing it, or it gets sold online?",clean,tweet_eval_irony
@user they can use white/maroon xmas trees :),sarcasm,tweet_eval_irony
"Come on, it's lovely weather for a sleigh ride together with ewe.",clean,tweet_eval_irony
"Sony got hacked again? Oh man, big surprise... :",sarcasm,tweet_eval_irony
"In #Business, knowing 'what  to do' is very imp. #SayNo to anything that comes b/w u n ur #dreams. Even #money . #entrepreneur #tips",clean,tweet_eval_irony
D-1 test first day ✌️✌️  #read #book #งวย 5555 #doing #home #work =_=,sarcasm,tweet_eval_irony
@user oh man. You will have to get everyone singing ready for when I'm in 😂,clean,tweet_eval_irony
"@user Todd is love, Todd is life",sarcasm,tweet_eval_irony
"If a foreign power hit Japan's embassy in NYC with a missile, not really an attack on US. In that sense, I agree with you. @user",clean,tweet_eval_irony
Ok...so these two are my #AbsoluteFavs and I am  ashamed to admit that I actually cried when my...,clean,tweet_eval_irony
Earn cash by Posting & Tweeting! |http://t.co/2667mS1bHz ||Get started at #homebasedbusiness #LOL,clean,tweet_eval_irony
Thank you OCC for being concerned enough about my safety driving to school to cancel classes....,sarcasm,tweet_eval_irony
@user miss u lots and lots like jelly tots,clean,tweet_eval_irony
@user We should monitor them...,sarcasm,tweet_eval_irony
@user @user |We live in a world where even the neighbors look alien.,clean,tweet_eval_irony
"You keep cops and civilians accountable with body cameras RIP Eric Gardner .Cameras don't keep people accountable , people do",sarcasm,tweet_eval_irony
"I cared for 8 seconds, then I got distracted. 😂",sarcasm,tweet_eval_irony
Produce Mobile Apps #bluedream|,clean,tweet_eval_irony
Insanity is doing the same thing twice and expecting different results,clean,tweet_eval_irony
Solid leg day 💪 felt great and hit my max for 2. Can't wait to squat 315!,clean,tweet_eval_irony
Do you like quality #dancemusic? Go to for some great FREE downloads #UK #NightClub> @user,clean,tweet_eval_irony
#elf #why not  moving,clean,tweet_eval_irony
WHOOO!!! GOD I LOVE MY TEAM. #dcRising #WizRockets,clean,tweet_eval_irony
@user @user @user I agree. You can see that from the videos and photos that were taken two hours after the shooting.,sarcasm,tweet_eval_irony
One of many reasons I dislike #Alabama fans. #auburn #RollTide #myass #jakellmitchell,clean,tweet_eval_irony
"As Lamar Entertainment, putting more money in than I'm making, #tbt  having the right team...",clean,tweet_eval_irony
Well here comes another 6+ page paper. #ilovecollege,sarcasm,tweet_eval_irony
"@user @user It did get yo lazy butt outta bed, didn't it now. Thanks for proving my point!",clean,tweet_eval_irony
Last day of the working week and let's see just how bad it can get! #positive,sarcasm,tweet_eval_irony
Love it when I have a 10 minute wait on @user and as I reach no wait it knocks me back to 10 more minutes. Fantastic.,sarcasm,tweet_eval_irony
@user explains why Inter went all Calciopoli over Juventus...,clean,tweet_eval_irony
: Historians collecting correct facts about wrong abuse. #Correct=#Wrong #FactAboutAbuse,sarcasm,tweet_eval_irony
@user only children at home status. Woohoo Isn't it fun...😒😔,sarcasm,tweet_eval_irony
What a difference 4 years makes #bestfriends  #changed #one #bit @user,clean,tweet_eval_irony
"@user @user This sounds high, but is safe for short term use. It dramatically increases antimicrobial peptides in the blood.",clean,tweet_eval_irony
@user I'm gunna sit here and,clean,tweet_eval_irony
"@user He's been half paced all season, Henderson would be a bigger loss",clean,tweet_eval_irony
Fun night with these girls. It may look like we are eating dessert but its just for show ...,sarcasm,tweet_eval_irony
Festive #ff to @user @user @user @user @user @user @user @user @user,clean,tweet_eval_irony
"hit 1000 follower on instagram, ive officially made it in life",sarcasm,tweet_eval_irony
The @user moderation queue is flushed once every one planet Miller hour!,sarcasm,tweet_eval_irony
@user Huh? It's a graphical representation of what's happening. Nothing is out there to take a photo!,clean,tweet_eval_irony
"@user @user @user @user @user Come on lads, you're fucking better than this shite you keep showing",clean,tweet_eval_irony
BBC News - 'Skywalker' passport cancelled because it was 'frivolous' #trademarks,sarcasm,tweet_eval_irony
<< Don't know how this didn't get to number 1! #accounting  #absolutetosh,sarcasm,tweet_eval_irony
@user but they put it in soaps and shampoo! It's healthy!,sarcasm,tweet_eval_irony
@user I think you should go get checked out,clean,tweet_eval_irony
@user the resemblance is uncanny!  #firefly @user,sarcasm,tweet_eval_irony
@user @user The kindness of strangers!,clean,tweet_eval_irony
Weather bomb. Weather. Bomb. ||I applaud the media's innovation in helping to sensationalise the usual autumn climate,sarcasm,tweet_eval_irony
Studying history;reading #gameofthrones | #asongofice&fire,sarcasm,tweet_eval_irony
"@user not surprised, it was epic.",clean,tweet_eval_irony
I'm so ready to get drunk tonight,clean,tweet_eval_irony
We cram 5 minutes before an exam and get a tag of qualified person.,sarcasm,tweet_eval_irony
Being average will only get you average results.,clean,tweet_eval_irony
That was a very rememberable new years kiss 😂💋❤️ #lovemyrelationship,clean,tweet_eval_irony
You know when you send presents to friends who live far away and they never get there.. and you handmade most of the stuff.. yay,sarcasm,tweet_eval_irony
Isn't the point to learn how to craft our own reality? What am I missing here? Should we not be different?   #wat?http://t.co/6r8ZnKS31F,clean,tweet_eval_irony
That was the cutest thing ever 😍😘,clean,tweet_eval_irony
I enjoy stealing my husband hat every once in awhile 😍😘😳 #heyyall #GoodMorning,clean,tweet_eval_irony
@user One could hope.,sarcasm,tweet_eval_irony
"@user If you're loving this game, we've got a few desserts you might enjoy. #Turnovers #OREvsFSU even Arby's is talking smack to FSU",clean,tweet_eval_irony
@user CA$H tweetin bout #BlackLivesMatter & #ICantBreathe ||NEWSvid- ||Start at beatsEBT,clean,tweet_eval_irony
save your work folks. i'm offically cntrl-alt-deleting this week.,clean,tweet_eval_irony
#mondaymorning pouring rain and i am singing 'the most wonderful time of the year' as i walk to the office,sarcasm,tweet_eval_irony
Lol at the #EatenAlive show. if that's the name of the show gotta do it not quit cause the snake was hurting his arm. #goodtv  #garbage,sarcasm,tweet_eval_irony
Pulis is available. Will guarantee we stay up,sarcasm,tweet_eval_irony
@user @user yeah & we wont talk about how the bodies of the 2 cops killed in BK were ambulanced immediately. Elitism at its finest.,clean,tweet_eval_irony
"@user @user Aaaaaamd what time is your bedtime? >better  tweet Dad at night from my house. I don't want to get in trouble!3029	1	Can't wait till my birthday 3030	0	Clovis Cartoon, Tuesday, December 09, 2014 #jamaicaobserverandroidapp via @user a real McCoy3031	1	Just now layin down to go to bed.|College is great guys. It doesn't stress you out or keep you up at night at all. Or make you cry. 3032	0	Pretty sure I just sat behind @user in the McDonald's drive through and peeked to see movie what was playing 😂3033	0	@SenRandPaul #ChrisChristy will  do well among republican voters.#JebBush, I think he could do well, democrats don't like him.3034	1	nights like tonight are the only reason I'm able to carry on to the weekend #SUCHAGOODWEEK 3035	1	wow I love how frizzy my hair gets 3036	0	@dbrauer #GoodMorning! @user @user @user @user them roulettes me there heavy3038	1	@NESRetku Joke of the year congrats! #Kuivaa  :/3039	1	@gilester haven't you used the don't you know who I am"" line yet....",clean,tweet_eval_irony
Write cover page of thesis. Laptop commits suicide  #thankgodforbackups,sarcasm,tweet_eval_irony
@user If You Re A Chelsea Fan. Its natural To Be Sentimental.. If You re An Arsenal Fan.. Its Natural To Be Stupid||Spelling?,sarcasm,tweet_eval_irony
Are they allowed to be touching each other's kneecaps like that?? #questionable #NOA #onuchapel,sarcasm,tweet_eval_irony
@user @user @user @user @user @user - Dutch+Northern theres combo  not speaking yr mind,clean,tweet_eval_irony
Turning in my paper then coming back home and studying #perfectday,sarcasm,tweet_eval_irony
Happy new year to meeeee...,clean,tweet_eval_irony
this is fun,sarcasm,tweet_eval_irony
Sat on yet another stationary @user train for 15 minutes with no explanation from the driver. Your service is just top drawer.,sarcasm,tweet_eval_irony
@user the police turned it violent. (-_-) I so LOVE the truth in headlines!! (-_-),sarcasm,tweet_eval_irony
Someone stop Obama! USA only should have relations with human rights loving nations like Saudi Arabia. Not terrorist Cuba! #Cuba,sarcasm,tweet_eval_irony
Hi @user not a single vote was polled in 3 polling stations of Kulgam #Kashmir & im tuned into @user :p thnx  #KashmirBoycotts,sarcasm,tweet_eval_irony
What an awesome performance by the Choral students @user tonight! They're developing young stars of the future right here in #yeg!,clean,tweet_eval_irony
"My Twitter account is worth $100.20, according to Social Account Worth Calculator. See how much you're worth",clean,tweet_eval_irony
"I was doing great with this summary of my year until I got to June 27th, and the weekend of @user 's birthday. #rivertrip #groupchat",clean,tweet_eval_irony
Can you write your name on a paper and take a picture ... — I can but I'm busy answering this question oh...,sarcasm,tweet_eval_irony
@user seriously in the clothes section F&F,clean,tweet_eval_irony
"Damn I lost a lot of followers, probs cuz I don't tweet much related to @user anymore",clean,tweet_eval_irony
You're still shit @user #cheater #pong,clean,tweet_eval_irony
"@user what's the law for parking on a residential street, on the opposite side of the road facing the wrong direction? #curiosity",clean,tweet_eval_irony
Getting hit on by a TSA agent who thinks my first name is Bowie #wifemeup,clean,tweet_eval_irony
"#If we're  #careful, #literacy #will #become #a #historical #blip: It's a summer...",clean,tweet_eval_irony
Mary is not having that shit whatsoever. #done #shesdone 💁,clean,tweet_eval_irony
"It's being 200 yrs since the west had their industrial revolution but in 21st cent Ghana, an industrial de-revolution is happening.",sarcasm,tweet_eval_irony
Nowadays you can be everything somebody ever wanted and still get played** mxm men  all,clean,tweet_eval_irony
Welp! Back to the drawing board 😣  #mua #sike  #eyeliner #fail #notforme #makeup #naturalgirl...,clean,tweet_eval_irony
